review_text,rating,date,bank,source,app_name,app_id
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Excellent app,5,2025-02-24,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-04-17,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nic,5,2025-08-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-06-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Good app,5,2025-08-11,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
the new version is so good I like it,5,2025-08-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Well developed,5,2025-01-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Nice,5,2025-04-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
I like it,5,2025-10-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
best app,5,2025-04-23,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Always one step ahead,5,2025-01-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
system failure transfer to others account,2,2025-11-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
እንጠቀምበት,5,2025-08-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-10-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
The best Banking app I have ever seen,5,2025-01-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it's Be Come Busy &not working good,1,2025-03-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
best,5,2025-04-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-06-09,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-06-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
very good .,5,2025-06-09,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nice,5,2025-08-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it is incredible product.,5,2025-04-23,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wowwwe app,5,2025-05-17,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Fantastic app,5,2025-03-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-05-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it is very good app,5,2025-04-10,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-05-30,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
great 👍 app,5,2025-08-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
best mobile banking application,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it is best app easy to use,5,2025-04-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
I hope it will be better than amole,5,2025-01-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nice,5,2025-04-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-05-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
lmo,5,2025-10-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
best of best,5,2025-04-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Naiycapp,5,2025-03-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
very nice app,4,2025-07-11,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Better Move to catch the competition up👍,5,2025-01-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
this app is outstanding,5,2025-10-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,2,2025-09-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wonderful app,5,2025-11-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
All in One,5,2025-01-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nice,5,2025-05-08,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Needs some improvement,5,2025-01-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
great app,5,2025-04-30,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it doesn't let me open my account,1,2025-10-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Great application,5,2025-07-12,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
modern perfect app interface with the best banking tools 👏,5,2025-08-09,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Small size with vast features and functionalities.,5,2025-01-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
tanku,5,2025-04-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
mobile banking to the next level,5,2025-01-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-09-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
the best version in 🇪🇹,5,2025-09-27,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
very easy app,3,2025-11-23,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,3,2025-09-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it's good but is not fast,5,2025-11-09,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
very good compared to Amole!,5,2025-07-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
keep it up!,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
በጣም ምቹ ነው,4,2025-09-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it's so boring,1,2025-11-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ok,5,2025-11-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Fastest and easy to use,5,2025-01-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
excellent,5,2025-09-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Game changer,5,2025-05-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-03-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Amazing,5,2025-01-20,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
excellent,5,2025-08-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Is really 💀,2,2025-04-08,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
its best,5,2025-05-23,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-09-10,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ዳሺባክ,5,2025-09-11,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Great!,5,2025-01-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wooow,5,2025-11-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
convinent,5,2025-10-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
what an App,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
best experiences,5,2025-03-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ok,4,2025-08-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ok,5,2025-08-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nic app,5,2025-04-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"It does not work functional ,",1,2025-02-02,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-10-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
very good app,5,2025-08-16,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-05-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-10-30,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good application,5,2025-07-15,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
very useful App,1,2025-05-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
safe and secure,3,2025-09-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
good,5,2025-05-27,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
what a bank it is,5,2025-08-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Wow amazing app,5,2025-02-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
bad.,1,2025-04-30,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
wow,5,2025-07-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
viry good,5,2025-10-29,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
Perfect,5,2025-02-02,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
its features are so dynamic,5,2025-04-22,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
hayelu Beranu Bashre,5,2025-10-07,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
totally bad,1,2025-10-01,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
goood,5,2025-04-02,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
it's samart,5,2025-04-10,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
total,5,2025-09-11,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
excellent UI improvement 💯💯,5,2025-09-24,Dashen,Google Play,Dashen Bank (Super App),com.dashen.dashensuperapp
